dt,cat,bytestotal
201910021400,GHI,658549778036
201910021400,JKL,1914782494248
201910021400,MNO,1856205318456
201910021400,ABC,7933883589722
201910021400,DEF,10358953246
201910021400,GHI,8021464199
201910021500,JKL,570088571077
201910021500,MNO,1703227399016
201910021500,ABC,1754513292911
201910021500,DEF,13875092697495
201910021500,GHI,918140762
201910021500,JKL,335042173169
201910021500,MNO,2134963107821
201910021500,ABC,1902027128484
201910021500,DEF,5761469679004
201910021500,GHI,706826918139
201910021500,JKL,1966833781276
201910021500,MNO,1930229754047
201910021500,ABC,7652092468320
201910021500,DEF,2176776283
201910021500,GHI,716144357160
201910021500,JKL,2148904854111
201910021500,MNO,2006244796021
201910021500,ABC,8697831711903
201910021500,DEF,12395720072
201910021500,GHI,3939165983
201910021600,JKL,598109574329
201910021600,MNO,1737746926302
201910021600,ABC,1834829172562
201910021600,DEF,14220132711330
201910021600,GHI,1033866663
201910021600,JKL,338631477120
201910021600,MNO,2133921126493
201910021600,ABC,1927743125307
201910021600,DEF,5761842086439
201910021600,GHI,793806826103
201910021600,JKL,2265441240021
201910021600,MNO,2213454191291
201910021600,ABC,8864108548224
201910021600,DEF,3823683971
201910021600,GHI,821504873716
201910021600,JKL,2631364589582
201910021600,MNO,2457205007972
201910021600,ABC,10599584443161
201910021600,DEF,10643663566
201910021600,GHI,7995003245
201910021700,JKL,629097666559
201910021700,MNO,1808137200414
201910021700,ABC,1865532417622
201910021700,DEF,14474287781729
201910021700,GHI,915850648
201910021700,JKL,357810746144
201910021700,MNO,2197258732877
201910021700,ABC,1980620593704
201910021700,DEF,5830855438442
201910021700,GHI,759299229978
201910021700,JKL,2217167290603
201910021700,MNO,2193528620997
201910021700,ABC,8717546172761
201910021700,DEF,2605176394
201910021700,GHI,702429427093
201910021700,JKL,2209876779016
201910021700,MNO,2059337876220
201910021700,ABC,8908083155965
201910021700,DEF,11292763317
201910021700,GHI,6470820554
201910021800,JKL,706502798282
201910021800,MNO,2111572066026
201910021800,ABC,2071398060103
201910021800,DEF,16533180921516
201910021800,GHI,933883113
201910021800,JKL,384647701900
201910021800,MNO,2291936812096
201910021800,ABC,2088672891551
201910021800,DEF,6225518481804
201910021800,GHI,757200674278
201910021800,JKL,2230714067906
201910021800,MNO,2161073326226
201910021800,ABC,8753037589452
201910021800,DEF,2992569128
201910021800,GHI,717274448764
201910021800,JKL,2211368560691
201910021800,MNO,2097844128409
201910021800,ABC,8913152673269
201910021800,DEF,11675629997
201910021800,GHI,6437919850
201910021900,JKL,667046363519
201910021900,MNO,1973007190315
201910021900,ABC,1903488796640
201910021900,DEF,15436133922398
201910021900,GHI,1041737410
201910021900,JKL,424500233263
201910021900,MNO,2544447816066
201910021900,ABC,2333875579858
201910021900,DEF,7063421977575
201910021900,GHI,782925752358
201910021900,JKL,2286931058788
201910021900,MNO,2250789142215
201910021900,ABC,8970971374604
201910021900,DEF,2496895396
201910021900,GHI,740676293479
201910021900,JKL,2354519890750
201910021900,MNO,2198302522230
201910021900,ABC,9437696307224
201910021900,DEF,10576774464
201910021900,GHI,7754592318
201910022000,JKL,676348255862
201910022000,MNO,1977708817324
201910022000,ABC,1959754146375
201910022000,DEF,15734963060183
201910022000,GHI,946304360
201910022000,JKL,393197907809
201910022000,MNO,2433834259091
201910022000,ABC,2252660055152
201910022000,DEF,6739022068980
201910022000,GHI,768467486615
201910022000,JKL,2298781645504
201910022000,MNO,2247653063235
201910022000,ABC,8875040569685
201910022000,DEF,4901955121
201910022000,GHI,771587579594
201910022000,JKL,2430751445245
201910022000,MNO,2284166804144
201910022000,ABC,9791768470344
201910022000,DEF,10629364915
201910022000,GHI,6606978368
201910022100,JKL,723945256557
201910022100,MNO,2099362799438
201910022100,ABC,2133902141655
201910022100,DEF,16927019325982
201910022100,GHI,913420926
201910022100,JKL,402758124800
201910022100,MNO,2505597364137
201910022100,ABC,2345926833193
201910022100,DEF,6775941123847
201910022100,GHI,754891066373
201910022100,JKL,2313516640097
201910022100,MNO,2260435440602
201910022100,ABC,8935963889583
201910022100,DEF,4318495298
201910022100,GHI,714047409116
201910022100,JKL,2262505850463
201910022100,MNO,2101996385733
201910022100,ABC,9054298931038
201910022100,DEF,11299211760
201910022100,GHI,6892294256
201910022200,JKL,716072015079
201910022200,MNO,2252803727781
201910022200,ABC,2364256591760
201910022200,DEF,18416115843319
201910022200,GHI,966902619
201910022200,JKL,408575349017
201910022200,MNO,2707651732451
201910022200,ABC,2541856348974
201910022200,DEF,7339510051911
201910022200,GHI,718176917199
201910022200,JKL,2154438436584
201910022200,MNO,2091744364018
201910022200,ABC,8336391328368
201910022200,DEF,2794723474
201910022200,GHI,639055206415
201910022200,JKL,1976285375540
201910022200,MNO,1849358898237
201910022200,ABC,7983096270089
201910022200,DEF,11724884534
201910022200,GHI,6852861706
201910022300,JKL,694747718598
201910022300,MNO,2388596198086
201910022300,ABC,2452789244994
201910022300,DEF,19372201307629
201910022300,GHI,1200316236
201910022300,JKL,426670648153
201910022300,MNO,2796196511127
201910022300,ABC,2673243860526
201910022300,DEF,7881110294404
201910022300,GHI,678410983693
201910022300,JKL,1954827219220
201910022300,MNO,1930779647942
201910022300,ABC,7566954804753
201910022300,DEF,3606126159
201910022300,GHI,587822546832
201910022300,JKL,1825754304076
201910022300,MNO,1692029159583
201910022300,ABC,7302094869693
201910022300,DEF,10610570346
201910022300,GHI,8421000551
201910030000,JKL,656106048359
201910030000,MNO,2353636468752
201910030000,ABC,2515262127369
201910030000,DEF,19608355321044
201910030000,GHI,1113250690
201910030000,JKL,408479565344
201910030000,MNO,2869515934299
201910030000,ABC,2721732272755
201910030000,DEF,8038938456915
201910030000,GHI,638580363461
201910030000,JKL,1893810220042
201910030000,MNO,1790329904812
201910030000,ABC,6958531310862
201910030000,DEF,3063102022
201910030000,GHI,569908912183
201910030000,JKL,1729863472126
201910030000,MNO,1606152980556
201910030000,ABC,6987660399440
201910030000,DEF,10568903068
201910030000,GHI,6913974531
201910030100,JKL,613654443840
201910030100,MNO,2553326895701
201910030100,ABC,2689095936870
201910030100,DEF,20840544502282
201910030100,GHI,1053910868
201910030100,JKL,373736258200
201910030100,MNO,2846466557889
201910030100,ABC,2638278004988
201910030100,DEF,8109725630111
201910030100,GHI,609551351256
201910030100,JKL,1770092778216
201910030100,MNO,1652723967224
201910030100,ABC,6407114678774
201910030100,DEF,4389508711
201910030100,GHI,503883873257
201910030100,JKL,1577305599390
201910030100,MNO,1435859316896
201910030100,ABC,6256609964351
201910030100,DEF,10966737317
201910030100,GHI,7047962035
201910030200,JKL,616002403944
201910030200,MNO,2760656787690
201910030200,ABC,2873912605195
201910030200,DEF,22212406748587
201910030200,GHI,1098438354
201910030200,JKL,340590712218
201910030200,MNO,2978208128236
201910030200,ABC,2679325701243
201910030200,DEF,8180207504829
201910030200,GHI,533242392799
201910030200,JKL,1476498368453
201910030200,MNO,1359231923888
201910030200,ABC,5453516630183
201910030200,DEF,3047220151
201910030200,GHI,395637919687
201910030200,JKL,1202046654521
201910030200,MNO,1109773812375
201910030200,ABC,4870365263895
201910030200,DEF,12050834595
201910030200,GHI,7919171979
201910030300,JKL,596328189786
201910030300,MNO,2810891233137
201910030300,ABC,2887977001335
201910030300,DEF,22784813913814
201910030300,GHI,1207641388
201910030300,JKL,334754796190
201910030300,MNO,3034914496741
201910030300,ABC,2739244998717
201910030300,DEF,8186753674140
201910030300,GHI,409977699458
201910030300,JKL,1129091924991
201910030300,MNO,1028804189259
201910030300,ABC,4074957734247
201910030300,DEF,3931453891
201910030300,GHI,258425122438
201910030300,JKL,795314068454
201910030300,MNO,734200357886
201910030300,ABC,3302235662708
201910030300,DEF,10876142074
201910030300,GHI,8128260922
201910030400,JKL,515978057045
201910030400,MNO,2586583699293
201910030400,ABC,2510906187815
201910030400,DEF,20010198077755
201910030400,GHI,633227553
201910030400,JKL,309426258298
201910030400,MNO,2847211407375
201910030400,ABC,2599230909209
201910030400,DEF,7932616986796
201910030400,GHI,295743839041
201910030400,JKL,786073174555
201910030400,MNO,695438803483
201910030400,ABC,2773112995512
201910030400,DEF,3894658701
201910030400,GHI,178184897521
201910030400,JKL,505277506992
201910030400,MNO,484095057100
201910030400,ABC,2113723502653
201910030400,DEF,12134600917
201910030400,GHI,7402966772
201910030500,JKL,364017980033
201910030500,MNO,1885378255647
201910030500,ABC,1868264038360
201910030500,DEF,14202164296577
201910030500,GHI,919511595
201910030500,JKL,254555766788
201910030500,MNO,2243680102060
201910030500,ABC,2063497708856
201910030500,DEF,6468164799139
201910030500,GHI,214551540734
201910030500,JKL,538306433685
201910030500,MNO,451184645112
201910030500,ABC,1771113478494
201910030500,DEF,4763137275
201910030500,GHI,118665922668
201910030500,JKL,346485631616
201910030500,MNO,327538238028
201910030500,ABC,1363760840036
201910030500,DEF,10638308706
201910030500,GHI,7437964611
201910030600,JKL,232291135995
201910030600,MNO,1183261232367
201910030600,ABC,1238342978701
201910030600,DEF,9029254142135
201910030600,GHI,909849052
201910030600,JKL,173367751375
201910030600,MNO,1584073368005
201910030600,ABC,1449353534141
201910030600,DEF,4539109642882
201910030600,GHI,163806670069
201910030600,JKL,364743039372
201910030600,MNO,348020882426
201910030600,ABC,1224783862192
201910030600,DEF,4555465670
201910030600,GHI,99890884534
201910030600,JKL,254249354493
201910030600,MNO,247920039529
201910030600,ABC,1060891709321
201910030600,DEF,1243
201910030600,GHI,11663846560
201910030600,JKL,9144681176
201910030700,MNO,172680149523
201910030700,ABC,742245820730
201910030700,DEF,798773784495
201910030700,GHI,5962273680658
201910030700,JKL,922727517
201910030700,MNO,118614617307
201910030700,ABC,1076245855870
201910030700,DEF,957882271937
201910030700,GHI,2949433151090
201910030700,JKL,136688055542
201910030700,MNO,315394941430
201910030700,ABC,251577643471
201910030700,DEF,981650175482
201910030700,GHI,3388930184
201910030700,JKL,90661683050
201910030700,MNO,229693092651
201910030700,ABC,231991824391
201910030700,DEF,932328144251
201910030700,GHI,41840485
201910030700,JKL,25390271275
201910030700,MNO,7624676406
201910030800,ABC,122436783210
201910030800,DEF,530723534060
201910030800,GHI,562107549903
201910030800,JKL,4574210695276
201910030800,MNO,989888170
201910030800,ABC,82244162776
201910030800,DEF,771775981056
201910030800,GHI,653557174991
201910030800,JKL,2030322162157
201910030800,MNO,119992909922
201910030800,ABC,286552975617
201910030800,DEF,247669839537
201910030800,GHI,971166312587
201910030800,JKL,4803376086
201910030800,MNO,108758296877
201910030800,ABC,259007400286
201910030800,DEF,260469890874
201910030800,GHI,1088607945112
201910030800,JKL,165927460
201910030800,MNO,19053347295
201910030800,ABC,7611966963
201910030900,DEF,98939481699
201910030900,GHI,415188880598
201910030900,JKL,483262943747
201910030900,MNO,3723560363369
201910030900,ABC,994522499
201910030900,DEF,67746178815
201910030900,GHI,625977259616
201910030900,JKL,503432884534
201910030900,MNO,1436037708495
201910030900,ABC,158973679282
201910030900,DEF,394501363361
201910030900,GHI,350898245424
201910030900,JKL,1406878385497
201910030900,MNO,5186822663
201910030900,ABC,189682616746
201910030900,DEF,497586202768
201910030900,GHI,466497275341
201910030900,JKL,1947001029029
201910030900,MNO,153214971
201910030900,ABC,19344166116
201910030900,DEF,9213373865
201910031000,GHI,97089766024
201910031000,JKL,413107528078
201910031000,MNO,441682177812
201910031000,ABC,3569435136985
201910031000,DEF,1023753983
201910031000,GHI,65602602714
201910031000,JKL,555615889345
201910031000,MNO,437998797359
201910031000,ABC,1185425493467
201910031000,DEF,272414112093
201910031000,GHI,734806518633
201910031000,JKL,718375924839
201910031000,MNO,2751820180723
201910031000,ABC,2994972233
201910031000,DEF,355758896664
201910031000,GHI,1029197831394
201910031000,JKL,969864115870
201910031000,MNO,4112567390918
201910031000,ABC,109666800
201910031000,DEF,19755684732
201910031000,GHI,7531031544
201910031100,JKL,143113472017
201910031100,MNO,562105355196
201910031100,ABC,581155432693
201910031100,DEF,4549957094334
201910031100,GHI,1039069075
201910031100,JKL,76426704648
201910031100,MNO,536589336392
201910031100,ABC,442907771282
201910031100,DEF,1184121480647
201910031100,GHI,460052197442
201910031100,JKL,1293625923291
201910031100,MNO,1277377632728
201910031100,ABC,4997926944876
201910031100,DEF,2354216234
201910031100,GHI,547822278447
201910031100,JKL,1680440223346
201910031100,MNO,1562066620915
201910031100,ABC,6714982837494
201910031100,DEF,116264630
201910031100,GHI,18084553710
201910031100,JKL,7133577937
201910031200,MNO,269346332106
201910031200,ABC,962418706824
201910031200,DEF,953099235943
201910031200,GHI,7681948924854
201910031200,JKL,1105736880
201910031200,MNO,110251145292
201910031200,ABC,766496774403
201910031200,DEF,677334560471
201910031200,GHI,1788484536810
201910031200,JKL,638255158270
201910031200,MNO,1768123966360
201910031200,ABC,1765900030525
201910031200,DEF,6944117175028
201910031200,GHI,3149744340
201910031200,JKL,616936920617
201910031200,MNO,1923824777298
201910031200,ABC,1804116273081
201910031200,DEF,7762938787611
201910031200,GHI,359677343
201910031200,JKL,27779848760
201910031200,MNO,8102618518
201910031300,ABC,450948768957
201910031300,DEF,1475316797281
201910031300,GHI,1498443834037
201910031300,JKL,12084910052071
201910031300,MNO,976474951
201910031300,ABC,177434505785
201910031300,DEF,1198304188705
201910031300,GHI,1116443480084
201910031300,JKL,3100115516707
201910031300,MNO,670560409502
201910031300,ABC,1855402480228
201910031300,DEF,1818880662201
201910031300,GHI,7200779001007
201910031300,JKL,4221934433
201910031300,MNO,620504594536
201910031300,ABC,1874969591306
201910031300,DEF,1791064209550
201910031300,GHI,7705777112607
201910031300,JKL,1317726095
201910031300,MNO,60619822433
201910031300,ABC,6788866766
201910031400,DEF,552841375215
201910031400,GHI,1723536323408
201910031400,JKL,1763516321612
201910031400,MNO,13880913129308
201910031400,ABC,990521444
201910031400,DEF,276426168634
201910031400,GHI,1765187870880
201910031400,JKL,1564995727792
201910031400,MNO,4660377982219
201910031400,ABC,680509059856
201910031400,DEF,1868569557484
201910031400,GHI,1845928977211
201910031400,JKL,7229645337133
201910031400,MNO,2225740965
201910031400,ABC,634793977803
201910031400,DEF,1915759307118
201910031400,GHI,1821225179565
201910031400,JKL,7890669935143
201910031400,MNO,3551321337
201910031400,ABC,109541787608
201910031400,DEF,6915989166
201910031500,GHI,582759393911
201910031500,JKL,1773297358889
201910031500,MNO,1774672885186
201910031500,ABC,13779513644024
201910031500,DEF,983097295
201910031500,GHI,343019795592
201910031500,JKL,2093471212281
201910031500,MNO,1915267636277
201910031500,ABC,5654925882147
201910031500,DEF,688842597640
201910031500,GHI,1968707604390
201910031500,JKL,1931051890104
201910031500,MNO,7710008810874
201910031500,ABC,2696278505
201910031500,DEF,698533089563
201910031500,GHI,2154209954013
201910031500,JKL,1998856312554
201910031500,MNO,8650306826890
201910031500,ABC,5886801365
201910031500,DEF,157369106706
201910031500,GHI,7424193639
201910031600,JKL,603344921080
201910031600,MNO,1837040535836
201910031600,ABC,1837701477169
201910031600,DEF,14196221550650
201910031600,GHI,993111547
201910031600,JKL,345741201282
201910031600,MNO,2097207616100
201910031600,ABC,1850501101687
201910031600,DEF,5665173580236
201910031600,GHI,753261343642
201910031600,JKL,2271788633718
201910031600,MNO,2266712811032
201910031600,ABC,8892998553256
201910031600,DEF,3173753652
201910031600,GHI,807147292807
201910031600,JKL,2608901877280
201910031600,MNO,2470419171420
201910031600,ABC,10577311885177
201910031600,DEF,8077735004
201910031600,GHI,182383494424
201910031600,JKL,7287240395
201910031700,MNO,635727442358
201910031700,ABC,1905906940401
201910031700,DEF,1845797586741
201910031700,GHI,14724510453789
201910031700,JKL,965675509
201910031700,MNO,372584309705
201910031700,ABC,2184718077024
201910031700,DEF,1979609205867
201910031700,GHI,5958107418921
201910031700,JKL,767851406354
201910031700,MNO,2305413948015
201910031700,ABC,2211147171431
201910031700,DEF,8982090087563
201910031700,GHI,3271604589
201910031700,JKL,710809359718
201910031700,MNO,2238376613782
201910031700,ABC,2114051236184
201910031700,DEF,9035294033017
201910031700,GHI,10811377340
201910031700,JKL,214867337089
201910031700,MNO,6239407826
201910031800,ABC,738880922196
201910031800,DEF,2179520834137
201910031800,GHI,2140965511412
201910031800,JKL,17016094639788
201910031800,MNO,914732110
201910031800,ABC,397388028590
201910031800,DEF,2351387133158
201910031800,GHI,2163782964260
201910031800,JKL,6377306336030
201910031800,MNO,775923164971
201910031800,ABC,2288813013509
201910031800,DEF,2228875486129
201910031800,GHI,8816793650395
201910031800,JKL,2910784100
201910031800,MNO,724074562637
201910031800,ABC,2256538073200
201910031800,DEF,2115383346330
201910031800,GHI,9119980964618
201910031800,JKL,11617231178
201910031800,MNO,244118926536
201910031800,ABC,6819104141
201910031900,DEF,685219864829
201910031900,GHI,2043416579415
201910031900,JKL,1998503847118
201910031900,MNO,15744758591705
201910031900,ABC,1032418412
201910031900,DEF,444368703742
201910031900,GHI,2600566401399
201910031900,JKL,2403614219650
201910031900,MNO,7074402507654
201910031900,ABC,772883672239
201910031900,DEF,2293415307686
201910031900,GHI,2239822539677
201910031900,JKL,8927417103440
201910031900,MNO,3250222990
201910031900,ABC,761969117149
201910031900,DEF,2407845646375
201910031900,GHI,2250839304737
201910031900,JKL,9590120255302
201910031900,MNO,13162538340
201910031900,ABC,295779362371
201910031900,DEF,7351352107
201910032000,GHI,697930242135
201910032000,JKL,2043953326012
201910032000,MNO,2058666630620
201910032000,ABC,16088930709839
201910032000,DEF,926501388
201910032000,GHI,410094500470
201910032000,JKL,2463592284847
201910032000,MNO,2309565601004
201910032000,ABC,6850946742649
201910032000,DEF,773100664264
201910032000,GHI,2281130496829
201910032000,JKL,2214628969109
201910032000,MNO,8945772070327
201910032000,ABC,2919470742
201910032000,DEF,810704571144
201910032000,GHI,2525360747856
201910032000,JKL,2355348804365
201910032000,MNO,10129464018391
201910032000,ABC,13811052047
201910032000,DEF,282697671348
201910032000,GHI,7302426069
201910032100,JKL,733516045732
201910032100,MNO,2174638257137
201910032100,ABC,2188120795477
201910032100,DEF,17353778604264
201910032100,GHI,946008665
201910032100,JKL,427009022789
201910032100,MNO,2517286073468
201910032100,ABC,2389056814111
201910032100,DEF,7128861367512
201910032100,GHI,764852376916
201910032100,JKL,2215401556910
201910032100,MNO,2204372212486
201910032100,ABC,8704935241452
201910032100,DEF,3414052784
201910032100,GHI,768240601561
201910032100,JKL,2420977781056
201910032100,MNO,2239222571021
201910032100,ABC,9623535990301
201910032100,DEF,14107138702
201910032100,GHI,306761188444
201910032100,JKL,6819254439
201910032200,MNO,728178581549
201910032200,ABC,2419189572088
201910032200,DEF,2463701899362
201910032200,GHI,18766449995429
201910032200,JKL,937415928
201910032200,MNO,427896883815
201910032200,ABC,2693109276491
201910032200,DEF,2606518844448
201910032200,GHI,7665712745100
201910032200,JKL,761971294227
201910032200,MNO,2244898607839
201910032200,ABC,2169883683131
201910032200,DEF,8635784655324
201910032200,GHI,3514787203
201910032200,JKL,702891357349
201910032200,MNO,2151881100475
201910032200,ABC,1998308282489
201910032200,DEF,8547260991953
201910032200,GHI,14995941660
201910032200,JKL,296655344191
201910032200,MNO,7182524997
201910032300,ABC,734232260478
201910032300,DEF,2562184064102
201910032300,GHI,2524709318701
201910032300,JKL,19817859206493
201910032300,MNO,998415057
201910032300,ABC,444240116504
201910032300,DEF,2890628747400
201910032300,GHI,2682349064670
201910032300,JKL,8053953331152
201910032300,MNO,699895470729
201910032300,ABC,2020293743929
201910032300,DEF,1968399235214
201910032300,GHI,7786554801843
201910032300,JKL,6320030061
201910032300,MNO,648016832383
201910032300,ABC,1943375889575
201910032300,DEF,1793241788842
201910032300,GHI,7873255398837
201910032300,JKL,15731767574
201910032300,MNO,291628472490
201910032300,ABC,9334712437
201910040000,DEF,698416676788
201910040000,GHI,2664401089982
201910040000,JKL,2653667491518
201910040000,MNO,20523116991666
201910040000,ABC,1208334575
201910040000,DEF,432241716182
201910040000,GHI,2938271870212
201910040000,JKL,2758461518823
201910040000,MNO,8188913443110
201910040000,ABC,658987657733
201910040000,DEF,1957386409191
201910040000,GHI,1840143164784
201910040000,JKL,7288932556901
201910040000,MNO,5128738276
201910040000,ABC,618639606496
201910040000,DEF,1859123839130
201910040000,GHI,1729716373817
201910040000,JKL,7517859616086
201910040000,MNO,17088975168
201910040000,ABC,288169871565
201910040000,DEF,7319411540
201910040100,GHI,700057894777
201910040100,JKL,2747811892446
201910040100,MNO,2792621967468
201910040100,ABC,22014355485104
201910040100,DEF,1069444159
201910040100,GHI,389313486012
201910040100,JKL,2895006525601
201910040100,MNO,2769070350747
201910040100,ABC,8285448646931
201910040100,DEF,651978270760
201910040100,GHI,1810324133231
201910040100,JKL,1704427225937
201910040100,MNO,6779079412662
201910040100,ABC,5052044973
201910040100,DEF,564884263972
201910040100,GHI,1638488718884
201910040100,JKL,1518311287312
201910040100,MNO,6677071619501
201910040100,ABC,16158134873
201910040100,DEF,252965927361
201910040100,GHI,7319743637
201910040200,JKL,640907926682
201910040200,MNO,2949173974476
201910040200,ABC,2973853575188
201910040200,DEF,23128048252175
201910040200,GHI,770509441
201910040200,JKL,371169237334
201910040200,MNO,2928728648498
201910040200,ABC,2800647994728
201910040200,DEF,8245746259320
201910040200,GHI,571494538915
201910040200,JKL,1568905366182
201910040200,MNO,1456087348824
201910040200,ABC,5725335871013
201910040200,DEF,3288940170
201910040200,GHI,429362499443
201910040200,JKL,1308703874956
201910040200,MNO,1203961638582
201910040200,ABC,5120484046390
201910040200,DEF,11686731947
201910040200,GHI,203707428568
201910040200,JKL,8922427089
201910040300,MNO,638952338491
201910040300,ABC,2977732845610
201910040300,DEF,2978597916764
201910040300,GHI,23456097061868
201910040300,JKL,1398047294
201910040300,MNO,343097586811
201910040300,ABC,2730288254104
201910040300,DEF,2569055411783
201910040300,GHI,8248577988500
201910040300,JKL,450219361387
201910040300,MNO,1224462845867
201910040300,ABC,1133001732333
201910040300,DEF,4446827894595
201910040300,GHI,4235057606
201910040300,JKL,278941551349
201910040300,MNO,881032346316
201910040300,ABC,832818296538
201910040300,DEF,3436553388070
201910040300,GHI,10983073618
201910040300,JKL,187102551746
201910040300,MNO,7425217853
201910040400,ABC,529759301361
201910040400,DEF,2591531362095
201910040400,GHI,2651138785449
201910040400,JKL,20896474979936
201910040400,MNO,1019324411
201910040400,ABC,309345091747
201910040400,DEF,2767736174971
201910040400,GHI,2510913555520
201910040400,JKL,7916833451608
201910040400,MNO,332942312990
201910040400,ABC,865247286319
201910040400,DEF,749209348869
201910040400,GHI,3006500068899
201910040400,JKL,3488877183
201910040400,MNO,193923039563
201910040400,ABC,570454739871
201910040400,DEF,524593725234
201910040400,GHI,2220234262889
201910040400,JKL,10546509853
201910040400,MNO,162035015331
201910040400,ABC,6866155351
201910040500,DEF,360870752698
201910040500,GHI,1907866238045
201910040500,JKL,1946574805488
201910040500,MNO,15441393459658
201910040500,ABC,996696552
201910040500,DEF,260674704495
201910040500,GHI,2402307654115
201910040500,JKL,2171525766391
201910040500,MNO,6886163049762
201910040500,ABC,236400875777
201910040500,DEF,598822074777
201910040500,GHI,501646929667
201910040500,JKL,1946695086879
201910040500,MNO,4727304393
201910040500,ABC,132818055592
201910040500,DEF,386946140658
201910040500,GHI,342707755764
201910040500,JKL,1482528245075
201910040500,MNO,7673339969
201910040500,ABC,126221806251
201910040500,DEF,8391561078
201910040600,GHI,248138139713
201910040600,JKL,1308241714406
201910040600,MNO,1369604522982
201910040600,ABC,10418967832319
201910040600,DEF,972050458
201910040600,GHI,186236260949
201910040600,JKL,1694705297202
201910040600,MNO,1557541023101
201910040600,ABC,4882862547761
201910040600,DEF,164977533721
201910040600,GHI,425426025153
201910040600,JKL,348689180241
201910040600,MNO,1370490773731
201910040600,ABC,4695610989
201910040600,DEF,108485994836
201910040600,GHI,267066847436
201910040600,JKL,255538343404
201910040600,MNO,1121269838197
201910040600,ABC,4370251842
201910040600,DEF,101274269531
201910040600,GHI,7378370939
201910040700,JKL,190451443306
201910040700,MNO,880839054466
201910040700,ABC,912054563420
201910040700,DEF,6961781526516
201910040700,GHI,1046314495
201910040700,JKL,136205161988
201910040700,MNO,1109997521818
201910040700,ABC,1091815210992
201910040700,DEF,3238179012997
201910040700,GHI,137356901613
201910040700,JKL,330582599121
201910040700,MNO,272643884971
201910040700,ABC,1040393562118
201910040700,DEF,5043995665
201910040700,GHI,105825646346
201910040700,JKL,234304101281
201910040700,MNO,214901813311
201910040700,ABC,1002820633273
201910040700,DEF,2645894210
201910040700,GHI,63197797900
201910040700,JKL,7361329183
201910040800,MNO,150525469540
201910040800,ABC,660138654353
201910040800,DEF,691947554092
201910040800,GHI,5130191785875
201910040800,JKL,987735282
201910040800,MNO,81779350907
201910040800,ABC,771639792906
201910040800,DEF,737494074421
201910040800,GHI,2159857424080
201910040800,JKL,133064934105
201910040800,MNO,310840122769
201910040800,ABC,241872889953
201910040800,DEF,981946723097
201910040800,GHI,3891502756
201910040800,JKL,107005564500
201910040800,MNO,281281433333
201910040800,ABC,266928756915
201910040800,DEF,1163406166186
201910040800,GHI,1655629288
201910040800,JKL,43916132057
201910040800,MNO,8864592459
201910040900,ABC,115299276961
201910040900,DEF,521622913270
201910040900,GHI,526856861241
201910040900,JKL,4005505550397
201910040900,MNO,1305038930
201910040900,ABC,66507512980
201910040900,DEF,641046192789
201910040900,GHI,559333318954
201910040900,JKL,1637625211016
201910040900,MNO,161944604738
201910040900,ABC,397847522190
201910040900,DEF,359310694554
201910040900,GHI,1362739097780
201910040900,JKL,3662121109
201910040900,MNO,190171955519
201910040900,ABC,516274234598
201910040900,DEF,483098253385
201910040900,GHI,2031335494384
201910040900,JKL,1170667902
201910040900,MNO,39379600219
201910040900,ABC,7468043353
201910041000,DEF,124042552392
201910041000,GHI,481991612161
201910041000,JKL,503902859623
201910041000,MNO,3736829891114
201910041000,ABC,1003323650
201910041000,DEF,65440936323
201910041000,GHI,573563799251
201910041000,JKL,449155125297
201910041000,MNO,1356716262312
201910041000,ABC,272304884334
201910041000,DEF,734001374098
201910041000,GHI,709056575091
201910041000,JKL,2674560960259
201910041000,MNO,3699935441
201910041000,ABC,345360857869
201910041000,DEF,1045412704449
201910041000,GHI,960394180563
201910041000,JKL,4090449243148
201910041000,MNO,797863487
201910041000,ABC,28014100228
201910041000,DEF,7431106078
201910041100,GHI,162832598303
201910041100,JKL,611568526914
201910041100,MNO,620198340859
201910041100,ABC,4671409068727
201910041100,DEF,1176360731
201910041100,GHI,81033540052
201910041100,JKL,579478142700
201910041100,MNO,447704570958
201910041100,ABC,1332456248483
201910041100,DEF,472007669087
201910041100,GHI,1285819232255
201910041100,JKL,1280484561298
201910041100,MNO,4885144850738
201910041100,ABC,3097127821
201910041100,DEF,551585560914
201910041100,GHI,1675786029387
201910041100,JKL,1584590549448
201910041100,MNO,6728603722710
201910041100,ABC,664124122
201910041100,DEF,27237341184
201910041100,GHI,7375862767
201910041200,JKL,276612693924
201910041200,MNO,1032088199083
201910041200,ABC,997243270382
201910041200,DEF,7973779021215
201910041200,GHI,1119510964
201910041200,JKL,102894608563
201910041200,MNO,737291634862
201910041200,ABC,642216819737
201910041200,DEF,1939595505653
201910041200,GHI,641352034418
201910041200,JKL,1766518159853
201910041200,MNO,1748173201207
201910041200,ABC,6926821622426
201910041200,DEF,2567480493
201910041200,GHI,627809470939
201910041200,JKL,1938298497067
201910041200,MNO,1815258325071
201910041200,ABC,7878071918984
201910041200,DEF,1481172704
201910041200,GHI,42887867350
201910041200,JKL,7370706055
201910041300,MNO,465673045197
201910041300,ABC,1698250599424
201910041300,DEF,1630022484985
201910041300,GHI,12753023966710
201910041300,JKL,1073230538
201910041300,MNO,158777462860
201910041300,ABC,1248365716776
201910041300,DEF,1125064954428
201910041300,GHI,3218800772759
201910041300,JKL,650917484084
201910041300,MNO,1876123189552
201910041300,ABC,1804014188553
